City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
361,saint-philippe,-21.3585,55.7679,23.77,83,83,2.98,RE,1697129236
362,north bend,43.4065,-124.2243,14.53,100,20,0.0,US,1697129237
363,warman,52.3168,-106.5679,8.94,93,100,3.6,CA,1697129237
364,hailar,49.2,119.7,7.33,58,0,3.26,CN,1697129238
365,hopelchen,19.7667,-89.85,37.31,40,36,1.31,MX,1697129238
366,dakhla,23.6848,-15.958,24.32,63,0,7.11,EH,1697129238
367,huruta,8.15,39.35,16.94,59,53,3.61,ET,1697129239
368,bahia de kino,28.8333,-111.9333,28.84,53,0,3.14,MX,1697129046
369,luanda,-8.8368,13.2343,27.0,65,0,6.69,AO,1697129239
370,san sebastian de la gomera,28.0916,-17.1133,30.77,69,0,5.66,ES,1697129240
371,zavodskoy,43.4597,132.2922,12.2,100,3,0.0,RU,1697129240
372,odacho-oda,35.1833,132.5,14.59,71,64,3.61,JP,1697129240
373,laguna,38.421,-121.4238,20.16,65,0,2.57,US,1697129170
374,palu,-0.8917,119.8707,24.43,94,95,1.18,ID,1697129241
375,cidreira,-30.1811,-50.2056,14.61,79,100,6.06,BR,1697129241
376,nenjiang,49.1833,125.2167,9.83,53,0,3.16,CN,1697129242
377,barrouallie,13.2333,-61.2667,29.79,70,40,2.06,VC,1697129242
378,letterkenny,54.95,-7.7333,10.96,75,40,2.8,IE,1697129242
379,englewood,39.6478,-104.9878,14.39,53,75,1.54,US,1697129243
380,kapoeta,4.7717,33.5903,28.75,50,97,3.79,SS,1697129243
381,cannonvale,-20.2833,148.7,21.66,74,21,4.01,AU,1697129243
382,kayangel,8.0823,134.7173,28.25,79,100,8.48,PW,1697129244
383,gorom-gorom,14.4439,-0.2361,36.16,22,69,4.47,BF,1697129054
384,tadmur,34.5608,38.2805,25.78,38,17,0.61,SY,1697129244
385,roma,43.2128,-75.4557,16.64,72,100,0.89,US,1697128969
386,pisco,-13.7,-76.2167,20.57,77,27,4.12,PE,1697129077
387,kabalo,-6.05,26.9167,28.59,48,87,0.77,CD,1697129245
388,sawakin,19.1059,37.3321,29.92,71,0,2.8,SD,1697129246
389,miquelon,47.0975,-56.3814,14.0,75,100,5.99,PM,1697129246
390,antsiranana,-12.2787,49.2917,24.0,79,23,5.69,MG,1697129246
391,mar del plata,-38.0023,-57.5575,13.3,66,40,5.66,AR,1697129247
392,papao,-17.75,-149.55,23.82,75,9,7.99,PF,1697129247
393,chinde,26.8418,88.0763,15.03,88,1,2.33,NP,1697129247
394,natal,-5.795,-35.2094,30.36,66,40,7.72,BR,1697129029
395,filey,54.21,-0.2892,12.66,74,2,0.89,GB,1697129248
396,kabwe,-14.4469,28.4464,28.71,26,72,3.35,ZM,1697129248
397,conduaga,8.862,117.4893,26.49,84,92,0.97,PH,1697129249
398,fengzhou,24.9576,118.5337,20.71,81,67,1.6,CN,1697129249
399,zarghun shahr,32.8473,68.4457,16.16,17,5,2.76,AF,1697129249
400,kidal,18.4411,1.4078,36.83,9,61,3.51,ML,1697129250
401,raja,8.4596,25.678,25.64,73,83,1.4,SS,1697129250
402,malango,-2.9627,119.9001,18.49,95,83,1.03,ID,1697129250
403,nabire,-3.3667,135.4833,24.87,90,78,1.34,ID,1697129250
404,rongelap,11.1635,166.8941,28.25,74,33,4.99,MH,1697128953
405,kachkanar,58.7,59.4948,0.95,90,100,6.97,RU,1697129251
406,heilbron,-27.2812,27.9709,21.87,43,99,11.88,ZA,1697129251
407,kalachinsk,55.0529,74.5751,3.98,62,42,2.9,RU,1697129252
408,vadso,70.0744,29.7487,3.49,93,20,10.8,NO,1697129253
409,el calafate,-50.3408,-72.2768,7.19,79,14,4.23,AR,1697129253
410,belmonte,-15.8631,-38.8828,27.63,56,12,4.83,BR,1697129253
411,ballina,-28.8667,153.5667,18.27,83,1,6.37,AU,1697129254
412,saipan,15.1355,145.701,28.39,89,40,7.2,MP,1697129254
413,port isabel,26.0734,-97.2086,30.02,77,40,4.12,US,1697129254
414,yeppoon,-23.1333,150.7333,15.88,78,0,2.94,AU,1697129255
415,labrador city,52.9463,-66.9114,8.95,87,100,2.57,CA,1697129255
416,kone,-21.0595,164.8658,17.99,93,33,2.22,NC,1697129256
417,sarupathar,26.1984,93.8094,21.71,97,2,1.38,IN,1697129256
418,mutuali,-14.8706,37.0044,28.95,25,100,1.58,MZ,1697129256
419,cherdyn',60.403,56.4787,2.28,97,100,5.18,RU,1697129256
420,merowe,18.4833,31.8167,35.65,15,3,4.0,SD,1697129257
421,viqueque,-8.8673,126.3658,24.2,86,48,0.25,TL,1697129257
422,severo-yeniseyskiy,60.3725,93.0408,3.65,91,85,6.26,RU,1697129258
423,obligado,-27.0333,-55.6333,11.32,83,100,4.08,PY,1697129258
424,lensk,60.7253,114.9278,9.2,69,91,8.55,RU,1697129258
425,shingu,33.7333,135.9833,14.58,80,36,2.73,JP,1697129258
426,kendari,-3.945,122.4989,22.94,92,76,0.28,ID,1697129259
427,monteagudo,-19.8167,-63.9833,28.99,34,47,3.51,BO,1697129259
428,saint-joseph,-21.3667,55.6167,23.21,82,67,2.94,RE,1697129259
429,nyurba,63.2842,118.3319,1.73,96,100,1.79,RU,1697129260
430,paphos,34.7667,32.4167,24.88,61,20,2.06,CY,1697129260
431,pangkalanbuun,-2.6833,111.6167,24.52,87,93,0.43,ID,1697129260
432,i-n-salah,27.1935,2.4607,33.94,13,31,4.45,DZ,1697129261
433,soure,-0.7167,-48.5233,31.26,59,76,5.71,BR,1697129261
434,rio grande,-32.035,-52.0986,16.06,57,81,6.83,BR,1697129261
435,yambol,42.4833,26.5,19.14,42,0,0.0,BG,1697128990
436,sisimiut,66.9395,-53.6735,-0.27,60,100,1.93,GL,1697129262
437,bagha purana,30.6833,75.1,24.81,26,0,2.74,IN,1697129262
438,pozo alcon,37.7026,-2.9337,26.09,23,26,0.99,ES,1697129263
439,les anglais,18.3054,-74.2197,31.79,62,28,5.13,HT,1697129263
440,marsa alam,25.0757,34.8918,27.36,62,0,4.35,EG,1697129263
441,greymouth,-42.4667,171.2,9.47,97,100,0.7,NZ,1697129258
442,ancud,-41.8697,-73.8203,11.34,58,12,3.53,CL,1697128967
443,albu kamal,34.45,40.9186,28.69,31,0,3.56,SY,1697129264
444,manismata,-2.4667,111.0333,24.12,89,97,0.95,ID,1697129265
445,wuwei,37.9281,102.6414,10.8,52,93,1.61,CN,1697129265
446,taksimo,56.3444,114.8794,7.62,60,92,0.89,RU,1697129170
447,holualoa,19.6228,-155.9522,21.91,78,0,3.09,US,1697129265
448,timbuktu,16.7735,-3.0074,38.94,10,40,3.8,ML,1697129266
449,san miguel,13.4833,-88.1833,29.19,79,59,1.21,SV,1697129266
450,vorkuta,67.5,64.0,-0.61,72,9,5.01,RU,1697129266
451,charters towers,-20.1,146.2667,16.37,89,10,2.91,AU,1697129267
452,morant bay,17.8815,-76.4093,33.73,77,52,4.36,JM,1697129267
453,aswan,24.0934,32.907,32.61,22,0,4.63,EG,1697129268
454,kenai,60.5544,-151.2583,1.75,98,100,3.09,US,1697129268
455,broome,42.2506,-75.833,18.11,63,0,2.06,US,1697129268
456,bikenibeu village,1.3673,173.1241,26.98,89,20,0.0,KI,1697129269
457,garissa,-0.4536,39.6401,31.87,39,99,8.4,KE,1697129269
458,mossel bay,-34.1831,22.146,17.96,83,48,6.86,ZA,1697129269
459,nsanje,-16.92,35.262,33.2,23,94,0.52,MW,1697129269
460,port said,31.2565,32.2841,24.99,73,0,3.09,EG,1697129270
461,ketchikan,55.3422,-131.6461,13.99,82,100,5.14,US,1697129270
462,puerto baquerizo moreno,-0.9,-89.6,27.55,69,20,5.66,EC,1697129270
463,childress,34.4264,-100.204,25.14,61,0,6.69,US,1697129269
464,calipatria,33.1256,-115.5142,28.25,16,0,5.82,US,1697129271
465,kismayo,-0.3582,42.5454,26.19,86,99,5.95,SO,1697129271
466,kindu,-2.95,25.95,25.27,69,94,1.11,CD,1697129272
467,sinop,41.7711,34.8709,13.24,59,0,2.71,TR,1697129272
468,casa branca,-21.7739,-47.0864,35.46,33,37,4.99,BR,1697129272
469,urangan,-25.3,152.9,20.82,66,0,6.49,AU,1697129273
470,kununurra,-15.7667,128.7333,25.99,65,81,0.0,AU,1697129273
471,amos,48.5669,-78.1162,5.92,94,100,1.97,CA,1697129273
472,samarinda,-0.5,117.15,23.26,98,89,0.95,ID,1697129274
473,smara,26.7384,-11.6719,35.96,9,5,5.96,EH,1697129274
474,mukalla,14.5425,49.1242,27.84,73,12,3.23,YE,1697129274
475,hikari,33.955,131.95,17.99,70,54,3.47,JP,1697129275
476,reuleuet,5.2167,96.2833,26.55,84,55,1.2,ID,1697129275
477,capao da canoa,-29.7456,-50.0097,14.99,84,100,5.14,BR,1697129275
478,ocean city,39.2776,-74.5746,22.32,49,7,0.89,US,1697129275
479,mogoytuy,51.2833,114.9167,6.68,52,7,2.39,RU,1697129276
480,igarka,67.4667,86.5833,1.92,98,100,2.39,RU,1697129276
481,mahina,-17.5065,-149.489,23.87,83,0,1.54,PF,1697129276
482,wiwili,13.6268,-85.8254,30.52,69,66,1.22,NI,1697129277
483,yunfu,22.9306,112.0373,24.02,79,90,1.02,CN,1697129277
484,port saint john's,-31.6229,29.5448,16.52,89,100,10.04,ZA,1697129277
485,lethem,3.3803,-59.7968,39.6,23,38,2.77,GY,1697129278
486,villa dolores,-31.9459,-65.1896,20.96,22,1,2.65,AR,1697129194
487,mtambile,-5.3833,39.7,26.9,78,20,4.12,TZ,1697129278
488,devonport,-41.1667,146.35,10.85,82,79,0.45,AU,1697129279
489,muisne,0.6,-80.0333,26.24,77,100,4.22,EC,1697129279
490,tual,-5.6667,132.75,26.92,84,63,7.0,ID,1697129279
491,gebeit,21.0667,36.3167,28.13,43,0,2.89,SD,1697129280
492,inari,68.906,27.0288,2.11,97,100,7.39,FI,1697129280
493,arenapolis,-14.4503,-56.8461,43.17,19,63,1.24,BR,1697129280
494,kilindoni,-7.9139,39.6668,25.89,77,100,5.43,TZ,1697129281
495,n'zeto,-7.2312,12.8666,25.66,81,82,5.35,AO,1697129281
496,turkestan,43.3333,68.25,11.22,79,100,2.7,KZ,1697129281
497,shiyan,32.6475,110.7781,12.76,88,45,1.75,CN,1697129282
498,kuching,1.55,110.3333,26.66,97,40,0.0,MY,1697129282
499,san andres,12.5847,-81.7006,33.01,70,20,4.63,CO,1697129282
500,agnibilekrou,7.1344,-3.2047,25.93,93,84,0.41,CI,1697129283
501,ascension,30.2169,-90.9001,22.26,77,100,3.09,US,1697129158
502,umba,66.6871,34.3429,3.55,65,100,5.36,RU,1697129283
503,aitape,-3.1374,142.3475,25.61,88,71,1.96,PG,1697129284
504,savanna-la-mar,18.219,-78.1332,33.29,59,27,5.23,JM,1697129284
505,temiskaming shores,47.4938,-79.7153,9.89,87,100,3.51,CA,1697129133
506,beacon square,28.2086,-82.7554,29.99,87,93,3.58,US,1697129285
507,farasan,16.7022,42.1183,31.32,70,0,5.23,SA,1697129285
508,ulladulla,-35.35,150.4667,7.09,83,42,3.04,AU,1697129285
509,kourou,5.1552,-52.6478,34.03,54,94,4.71,GF,1697129286
510,noshiro,40.2039,140.0242,15.02,63,73,0.7,JP,1697129286
511,ghat,24.9647,10.1728,29.44,20,20,5.6,LY,1697129286
512,kurmuk,10.55,34.2833,23.75,81,100,0.95,SD,1697129287
513,zhosaly,45.4878,64.0781,11.87,38,99,7.22,KZ,1697129287
514,kudahuvadhoo,2.6708,72.8944,28.04,70,13,4.82,MV,1697128988
515,north scituate,41.8318,-71.5873,21.25,53,0,2.57,US,1697129288
516,buka,40.8108,69.1986,16.58,41,100,2.68,UZ,1697129288
517,callaway,30.153,-85.5699,21.96,90,75,1.54,US,1697129149
518,tymovskoye,50.8456,142.655,8.66,82,17,2.19,RU,1697129289
519,plastun,44.7561,136.2939,11.72,68,0,2.68,RU,1697129289
520,korsun-shevchenkivskyi,49.4189,31.2587,17.11,42,97,6.54,UA,1697129289
521,magadan,59.5667,150.8,-4.54,74,100,4.02,RU,1697129290
522,bridlington,54.0831,-0.1919,12.79,76,8,2.24,GB,1697129290
523,maymana,35.9214,64.7836,14.41,60,100,2.39,AF,1697129290
524,nizhneangarsk,55.7833,109.55,6.67,81,98,0.45,RU,1697129291
525,enewetak,11.3474,162.3373,28.18,76,47,4.07,MH,1697129291
526,puerto armuelles,8.2833,-82.8667,28.99,74,92,2.24,PA,1697129291
527,shubarshi,48.5872,57.1869,7.32,49,6,2.93,KZ,1697129292
528,bir el hafey,34.9321,9.1932,25.97,23,0,2.96,TN,1697129292
529,yigo village,13.5361,144.8886,27.63,88,100,9.26,GU,1697129292
530,ad dabbah,18.05,30.95,35.96,14,4,4.88,SD,1697129293
531,puerto cortez,15.8333,-87.95,36.78,55,42,1.04,HN,1697129293
532,horta,38.5333,-28.6333,22.8,75,40,6.17,PT,1697129243
533,xiangtan,27.85,112.9,20.18,73,99,4.11,CN,1697129175
534,bubaque,11.2833,-15.8333,28.39,75,96,1.61,GW,1697129294
535,san clemente del tuyu,-36.3569,-56.7235,12.77,58,51,3.96,AR,1697129294
536,yenangyaung,20.4667,94.8833,25.05,87,82,2.67,MM,1697129295
537,cestos city,5.46,-9.5828,27.32,76,55,3.16,LR,1697129295
538,arinos,-15.9169,-46.1056,39.61,17,3,1.71,BR,1697129296
539,fort mcmurray,56.7268,-111.381,7.77,65,0,3.6,CA,1697129296
540,turpan,42.9333,89.1667,22.42,21,0,0.25,CN,1697129296
541,abu jibeha,11.4562,31.2285,29.19,46,94,1.66,SD,1697129296
542,buala,-8.145,159.5921,26.58,82,100,1.24,SB,1697129297
543,sept-iles,50.2001,-66.3821,13.29,84,75,5.14,CA,1697129273
544,kalmunai,7.4167,81.8167,25.6,87,100,0.55,LK,1697129297
545,debre tabor,11.85,38.0167,12.91,80,100,1.8,ET,1697129298
